"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7855","Search functionality supports consecutive queries","chromium","2026-09-09","passed","2026-09-09","","search.test.js","",""
