"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8566","Search functionality supports consecutive queries","chromium","Sun Aug 31 01:08:01 UTC 2025","passed","Sun Aug 31 01:08:09 UTC 2025","","search.test.js","",""
