"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12629","Search functionality supports consecutive queries","chromium","2026-06-11","passed","2026-06-11","","search.test.js","",""
