"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5954","Search functionality supports consecutive queries","chromium","Fri Nov 08 00:56:47 GMT 2024","passed","Fri Nov 08 00:56:53 GMT 2024","","search.test.js","",""
