"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11154","Search functionality supports consecutive queries","chromium","2026-09-12","passed","2026-09-12","","search.test.js","",""
