"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8581","Search functionality supports consecutive queries","chromium","Thu Nov 07 21:01:41 GMT 2024","passed","Thu Nov 07 21:01:49 GMT 2024","","search.test.js","",""
