"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8119","Search functionality supports consecutive queries","chromium","2026-09-06","passed","2026-09-06","","search.test.js","",""
