"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5785","Search functionality supports consecutive queries","chromium","Sat Nov 09 00:55:10 GMT 2024","passed","Sat Nov 09 00:55:16 GMT 2024","","search.test.js","",""
