"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13615","Search functionality supports consecutive queries","chromium","2026-09-11","passed","2026-09-11","","search.test.js","",""
