"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9481","Search functionality supports consecutive queries","chromium","2026-07-16","passed","2026-07-16","","search.test.js","",""
